Header,2018,2019
Nombre total d'entreprises,5044,5129
Chiffre d'affaires hors taxes (en millions d'euros),2429.808,2806.963
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,49421.1,53865.8
Valeur ajoutée hors taxes (en millions d'euros),1870.015,2044.467
Excédent Brut d'Exploitation (en millions d'euros),14.34,50.668
Frais de personnel (en millions d'euros),1849.235,2004.426
Investissements corporels bruts hors apports (en millions d'euros),18.184,23.196
Entreprises,2310.097,2637.471
     dont Voyagistes et Agences de voyages (hors opérateurs en ligne) ,N,N
     dont Opérateurs en ligne,N,N
     dont Autres entreprises,N,N
Administrations,32.047,58.305
Particuliers,87.664,111.188
Clientèle nationale,2338.036,2691.371
Clientèle étrangère,91.773,115.592
     dont Union européenne,37.795,48.225
     dont Hors Union européenne,53.978,67.367
Sous-traitance : études et prestations de services incorporées à la production,1.9,1.2
"Sous-traitance : matériel, équipements et travaux incorporés à la production",0.2,0.2
NR,N,N
NR,N,N
NR,N,N
NR,N,N
NR,N,N
Total de toutes les dépenses professionnelles,N,N
SO= Sans objet ; NR = Non renseigné.,,
7830Z - Autre mise à disposition de ressources humaines,2235.07,2542.714
