Header,2018,2019
Nombre total d'entreprises,34743,34602
Chiffre d'affaires hors taxes (en millions d'euros),5353.57,5296.373
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,33880.7,41017.5
Valeur ajoutée hors taxes (en millions d'euros),2135.623,2027.52
Excédent Brut d'Exploitation (en millions d'euros),854.804,1282.62
Frais de personnel (en millions d'euros),1667.706,1808.13
Investissements corporels bruts hors apports (en millions d'euros),368.754,405.469
Entreprises,287.453,300.959
     dont Voyagistes et Agences de voyages (hors opérateurs en ligne) ,N,N
     dont Opérateurs en ligne,N,N
     dont Autres entreprises,N,N
Administrations,23.687,38.978
Particuliers,5042.43,4956.436
Clientèle nationale,5077.549,4748.982
Clientèle étrangère,276.021,547.391
     dont Union européenne,161.835,324.698
     dont Hors Union européenne,114.186,222.693
Sous-traitance : études et prestations de services incorporées à la production,1.1,1.3
"Sous-traitance : matériel, équipements et travaux incorporés à la production",0.7,1.6
Achats de produits alimentaires (y compris boissons et plats cuisinés),48.208,96.799
"Charges de locations de salles ou matériel (lieux de répétition, d'accueils de spectacles, son, éclairage)",0.218,0.233
"Sous-traitance générale (contrats de maintenance, comptabilité, sécurité, etc)",0.431,0.108
Dépenses de spectacles en France,0.13,0.107
"Achats de prestations de services techniques (décors, scénographie, animation, etc.)",0.026,0.044
Total de toutes les dépenses professionnelles,49.674,97.492
SO= Sans objet ; NR = Non renseigné.,,
4726Z - Commerce de détail de produits à base de tabac en magasin spécialisé,2282.654,2332.454
5630Z - Débits de boissons,2162.433,2318.814
9200Z - Organisation de jeux de hasard et d'argent,271.597,N
