Header,2018,2019
Nombre total d'entreprises,8373,8853
Chiffre d'affaires hors taxes (en millions d'euros),16874.137,19590.51
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,28546.3,31324.6
Valeur ajoutée hors taxes (en millions d'euros),8190.382,9003.079
Excédent Brut d'Exploitation (en millions d'euros),5831.26,6521.191
Frais de personnel (en millions d'euros),2023.408,2224.79
Investissements corporels bruts hors apports (en millions d'euros),12322.515,13103.171
Entreprises,14650.915,16832.477
     dont Voyagistes et Agences de voyages (hors opérateurs en ligne) ,N,N
     dont Opérateurs en ligne,N,N
     dont Autres entreprises,N,N
Administrations,891.634,866.776
Particuliers,1331.588,1891.257
Clientèle nationale,15662.585,17853.034
Clientèle étrangère,1211.552,1737.476
     dont Union européenne,714.315,917.514
     dont Hors Union européenne,497.237,819.962
Sous-traitance : études et prestations de services incorporées à la production,1,5.8
"Sous-traitance : matériel, équipements et travaux incorporés à la production",0.3,5.7
Achats de carburant et pièces détachées pour la revente,285.083,697.065
Achats de travaux de construction pour la revente,0,117.365
"Achats ou reversements de transports, hébergements, restauration, spectacles destinés à être revendus en l'état",0.196,3.809
Commissions reversées à des confrères pour vente de voyages organisés,0,1.766
Achats de produits alimentaires (y compris boissons et plats cuisinés),0.764,1.614
Total de toutes les dépenses professionnelles,438.943,823.492
SO= Sans objet ; NR = Non renseigné.,,
7711B - Location de longue durée de voitures et de véhicules automob. légers,4648.229,5108.704
7711A - Location de courte durée de voitures et de véhicules automob. légers,2428.82,2942.023
4511Z - Commerce de voitures et de véhicules automobiles légers,1504.301,1818.947
6630Z - Gestion de fonds,1379.914,1637.433
7712Z - Location et location-bail de camions,1189.226,1344.227
