Header,2018,2019
Nombre total d'entreprises,83123,84496
Chiffre d'affaires hors taxes (en millions d'euros),47885.287,54150.281
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,242467.3,262711.8
Valeur ajoutée hors taxes (en millions d'euros),21686.672,24098.995
Excédent Brut d'Exploitation (en millions d'euros),3559.296,4897.932
Frais de personnel (en millions d'euros),17588.93,18826.053
Investissements corporels bruts hors apports (en millions d'euros),2872.966,2919.283
Entreprises,35208.105,41284.575
     dont Voyagistes et Agences de voyages (hors opérateurs en ligne) ,N,N
     dont Opérateurs en ligne,N,N
     dont Autres entreprises,N,N
Administrations,8532.89,8496.952
Particuliers,4144.292,4368.754
Clientèle nationale,38257.042,43601.272
Clientèle étrangère,9628.245,10549.009
     dont Union européenne,2622.174,2705.723
     dont Hors Union européenne,7006.071,7843.287
Sous-traitance : études et prestations de services incorporées à la production,23.3,21.5
"Sous-traitance : matériel, équipements et travaux incorporés à la production",7.1,6.9
"Achats de matériel et installations compris dans vos facturations ""clés en main""",1502.915,1479.462
"Achats de terrains, bâtiments, travaux de construction pour la revente",411.505,471.988
Achats de travaux de construction pour la revente,0.515,38.923
"Sous-traitances liées aux foires, salons et congrès (nettoyage, gardiennage, accueil, enregistrement des entrées, traduction, etc.)",1.51,2.249
Achats de produits alimentaires (y compris boissons et plats cuisinés),0.382,1.111
Total de toutes les dépenses professionnelles,1939.599,1997.751
SO= Sans objet ; NR = Non renseigné.,,
"7112B - Ingénierie, études techniques",36078.961,40730.797
7111Z - Activités d'architecture,5818.616,6528.862
