Header,2018,2019
Nombre total d'entreprises,4997,5028
Chiffre d'affaires hors taxes (en millions d'euros),2602.857,3285.345
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,15679.3,18776.9
Valeur ajoutée hors taxes (en millions d'euros),1138.35,1507.969
Excédent Brut d'Exploitation (en millions d'euros),484.367,879.039
Frais de personnel (en millions d'euros),639.545,743.535
Investissements corporels bruts hors apports (en millions d'euros),710.51,652.083
Entreprises,446.064,479.79
     dont Voyagistes et Agences de voyages (hors opérateurs en ligne) ,47.13,39.227
     dont Opérateurs en ligne,70.054,93.427
     dont Autres entreprises,328.88,347.136
Administrations,54.268,54.069
Particuliers,2102.526,2751.486
Clientèle nationale,2028.83,2471.364
Clientèle étrangère,574.027,813.981
     dont Union européenne,529.861,695.75
     dont Hors Union européenne,44.166,118.231
Sous-traitance : études et prestations de services incorporées à la production,6,5.1
"Sous-traitance : matériel, équipements et travaux incorporés à la production",2,4.2
Dépenses de promotion,40.575,45.708
Achats de produits alimentaires (y compris boissons et plats cuisinés),14.79,37.047
Achats de bâtiments pour la revente,0,4.66
Commissions reversées à des confrères pour vente de voyages organisés,0.375,1.09
Achats ou reversements de voyages organisés par d'autres entreprises,0.339,0.312
Total de toutes les dépenses professionnelles,56.234,88.956
SO= Sans objet ; NR = Non renseigné.,,
5530Z - Terrains de camping et parcs pour caravanes ou véhicules de loisirs,1925.195,2334.7
6820B - Location de terrains et d'autres biens immobiliers,185.663,232.209
