Header,2016,2017
Nombre total d'entreprises,23660.0,23217.0
Chiffre d'affaires hors taxes (en millions d'euros),110691.0,113793.0
Marge commerciale (en millions d'euros),28736.0,29767.0
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,166501.0,165584.0
Part des entreprises ayant au moins une marque propre,33.6,34.0
Taux de marge commerciale,28.0,28.4
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,28.3,30.9
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,12.0,12.9
Taux d'Investissement : Investissements / Valeur Ajoutée ,6.3,6.1
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,260.8,344.8
Vente en gros,92.0,91.4
"Vente au détail, hors carburant",1.5,1.6
Fabrication,3.9,4.2
Services,2.4,2.6
Carburant,0.0,0.0
Réparation,0.2,0.3
Grande distribution et commerce organisé,22.2,17.5
Commerces indépendants,20.5,20.3
Détaillants (réseau propre ou non),5.5,6.4
Grossistes,13.7,19.1
Vente à des utilisateurs professionnels,21.1,20.6
Vente aux particuliers,4.8,3.3
Etranger,12.1,12.8
"Centrales d'achats, grossistes, France",8.8,9.6
"Producteurs, filiales de commercialisation, France",42.3,39.4
"Grossistes, centrales d'achats, producteurs, étranger",47.2,49.1
"Autres, France",1.8,1.8
Ensemble  ,100.0,100.0
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",1267.0,1254.0
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",2710.0,2780.0
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,1525.0,1639.0
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",472.0,348.0
Total de ces dépenses,5974.0,6021.0
4646ZO1 - Produits pharmaceutiques,34.9,34.4
4642ZQ1 - Chaussures et articles chaussants,6.2,6.8
4649ZX1 - Couverts et autres articles métalliques de table et de cuisine,6.7,6.4
"4645ZO1 - Parfumerie, produits de beauté et d'hygiène",5.5,5.9
Total de ces produits,53.4,53.5
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
