Header,2016,2017
Nombre total d'entreprises,19594,19430
Chiffre d'affaires hors taxes (en millions d'euros),72455,77877
Marge commerciale (en millions d'euros),17049,18540
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,164586,161914
Part des entreprises ayant au moins une marque propre,28.4,29.6
Taux de marge commerciale,25.9,26.1
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,20.5,23.5
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,11.2,13.5
Taux d'Investissement : Investissements / Valeur Ajoutée ,7.3,6.2
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,192,256
Vente en gros,91,90.9
"Vente au détail, hors carburant",0.6,0.7
Fabrication,5,5.3
Services,2.9,2.6
Carburant,0,0
Réparation,0.5,0.5
Grande distribution et commerce organisé,9.4,4.6
Commerces indépendants,5.6,5.4
Détaillants (réseau propre ou non),2,1.5
Grossistes,6.1,6.2
Vente à des utilisateurs professionnels,67,65.7
Vente aux particuliers,1.9,2.1
Etranger,8.1,14.5
"Centrales d'achats, grossistes, France",11,11.4
"Producteurs, filiales de commercialisation, France",42.2,42.5
"Grossistes, centrales d'achats, producteurs, étranger",44.1,43.2
"Autres, France",2.7,2.9
Ensemble  ,100,100
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",267,300
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",326,347
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,1061,1187
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",82,82
Total de ces dépenses,1735,1915
4669BZ1 - Fournitures pour l'industrie : machines pour la métallurgie,15.8,14
4661ZO1 - Matériel agricole (y compris matériel forestier),9.5,9.7
"4669AF1 - Matériels électriques divers, sauf pour moteurs et véhicules (y c. condensateurs, résistances/hors avertisseurs vol, incendie, matériel pour le soudage)",N,9.5
4663ZO1 - Matériels de travaux publics (y c. pièces détachées),6.4,6.3
4669CO1 - Fournitures et équipements professionnels pour les autres secteurs,5.6,5.6
4669AO1 - Fournitures et matériels électriques (y.c. éoliennes),9,N
Total de ces produits,46.2,45.1
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
