Header,2016,2017
Nombre total d'entreprises,48892.0,48403.0
Chiffre d'affaires hors taxes (en millions d'euros),130769.0,137317.0
Marge commerciale (en millions d'euros),7718.0,8744.0
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,104489.0,100839.0
Part des entreprises ayant au moins une marque propre,1.4,1.6
Taux de marge commerciale,6.8,7.4
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,25.4,26.4
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,10.5,10.9
Taux d'Investissement : Investissements / Valeur Ajoutée ,11.0,12.0
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,148.7,136.5
Vente en gros,88.9,89.0
"Vente au détail, hors carburant",3.5,3.4
Fabrication,3.0,3.3
Services,2.8,2.6
Carburant,0.2,0.1
Réparation,1.6,1.6
Grande distribution et commerce organisé,29.1,27.8
Commerces indépendants,11.1,7.4
Détaillants (réseau propre ou non),34.8,37.4
Grossistes,5.5,5.7
Vente à des utilisateurs professionnels,10.5,11.7
Vente aux particuliers,1.2,1.3
Etranger,7.7,8.6
"Centrales d'achats, grossistes, France",29.7,28.3
"Producteurs, filiales de commercialisation, France",58.3,57.3
"Grossistes, centrales d'achats, producteurs, étranger",8.5,10.3
"Autres, France",3.4,4.1
Ensemble  ,100.0,100.0
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",313.0,354.0
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",794.0,716.0
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,798.0,756.0
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",83.0,63.0
Total de ces dépenses,1988.0,1890.0
4617AO5 - Centrales d'achat alimentaires - revente en l'état,33.9,32.9
4612AA5 - Revente en l'état de Carburants,18.3,19.9
4619AA5 - Revente en l'état de Produits non alimentaires (à l'exclusion des boissons alcoolisées),13.3,13.6
Total de ces produits,65.5,66.4
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
