Header,2016,2017
Nombre total d'entreprises,142627.0,138413.0
Chiffre d'affaires hors taxes (en millions d'euros),107785.0,108289.0
Marge commerciale (en millions d'euros),41631.0,41450.0
Nombre de magasins,156942.0,148304.0
Surface totale de vente (en m²),23258857.0,22957077.0
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,414431.0,409500.0
Part des entreprises ayant au moins une marque propre,13.1,12.0
Part du chiffre d'affaires provenant des ventes par Internet,0.9,0.9
Taux de marge commerciale,40.2,40.2
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,26.4,26.2
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,8.6,8.4
Taux d'Investissement : Investissements / Valeur Ajoutée ,9.9,9.2
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,198.5,345.8
Vente en gros,5.1,4.3
"Vente au détail, hors carburant",90.4,90.7
Fabrication,0.5,1.1
Services,3.2,3.7
Carburant,0.7,0.3
Réparation,0.1,0.0
Grande distribution et commerce organisé,1.5,0.9
Commerces indépendants,3.3,4.4
Détaillants (réseau propre ou non),3.6,1.6
Grossistes,0.6,0.7
Vente à des utilisateurs professionnels,2.3,3.0
Vente aux particuliers,84.7,86.3
Etranger,3.9,3.1
Moins de 20 m²,5.1,4.6
De 20 m² à 60 m²,42.9,40.6
De 60 m² à 120 m²,27.4,30.0
De 120 m² à 400 m²,19.1,19.2
De 400 m² à 2500 m²,5.1,5.3
De 2500 m² à 5000 m²,0.3,0.2
5000 m² ou plus,0.1,0.1
"Centrales d'achats, grossistes, France",54.3,52.4
"Producteurs, filiales de commercialisation, France",20.1,21.4
"Grossistes, centrales d'achats, producteurs, étranger",20.4,21.3
"Autres, France",5.2,4.9
Ensemble  ,100.0,100.0
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",920.0,882.0
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",859.0,883.0
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,546.0,577.0
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",388.0,407.0
Total de ces dépenses,2713.0,2749.0
4773ZA1 - Spécialités pharmaceutiques remboursables (yc homéopathie),23.5,22.6
4771ZO2 - Commissions sur vente au détail vêtements et accessoires du vêtement,15.0,15.4
Total de ces produits,38.5,38.1
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
