Header,2016,2017
Nombre total d'entreprises,180232,178211
Chiffre d'affaires hors taxes (en millions d'euros),14583.8,15029.8
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,158505,163843
Valeur ajoutée hors taxes (en millions d'euros),8066.2,8183.5
Excédent Brut d'Exploitation (en millions d'euros),2062.7,2012.7
Frais de personnel (en millions d'euros),5719.6,5904.9
Investissements corporels bruts hors apports (en millions d'euros),1215.9,1390.8
Entreprises,1813.1,2119.8
Administrations,325,277.9
Particuliers,12445.8,12632.1
Clientèle nationale,14281.4,14839.9
Clientèle étrangère,302.5,189.9
     dont Union européenne,164.7,102.3
     dont Hors Union européenne,137.8,87.6
Sous-traitance : études et prestations de services incorporées à la production,2.9,2.7
"Sous-traitance : matériel, équipements et travaux incorporés à la production",1.8,0.9
Sous-traitance de travaux de blanchisserie et de teinturerie;,28.3,42.9
Dépenses de publicité,0.2,0.3
Frais de conception et de fabrication des jaquettes,0,0
SO,N,N
SO,N,N
Total de toutes les dépenses professionnelles,28.5,43.2
SO= Sans objet ; NR = Non renseigné.,,
9602A - Coiffure,5465.8,5623.8
9603Z - Services funéraires,1575.6,1577.8
9609Z - Autres services personnels n.c.a.,1592.9,1575.1
9602B - Soins de beauté,1423.7,1487.5
9601A - Blanchisserie-teinturerie de gros,1013.8,1004.9
9604Z - Entretien corporel,749.2,718.9
