Header,2016,2017
Nombre total d'entreprises,11697,11834
Chiffre d'affaires hors taxes (en millions d'euros),8087.9,8802.2
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,65886,68883
Valeur ajoutée hors taxes (en millions d'euros),4601.5,4477.7
Excédent Brut d'Exploitation (en millions d'euros),638.6,362.8
Frais de personnel (en millions d'euros),3780.4,3930.6
Investissements corporels bruts hors apports (en millions d'euros),386.9,281.7
Entreprises,6044.1,6311.7
Administrations,779.3,1067.4
Particuliers,1264.5,1423.1
Clientèle nationale,6997.9,7494.8
Clientèle étrangère,1090,1307.4
     dont Union européenne,337.5,337
     dont Hors Union européenne,752.5,970.5
Sous-traitance : études et prestations de services incorporées à la production,23,25.4
"Sous-traitance : matériel, équipements et travaux incorporés à la production",7.4,3.5
"7120B - Analyses, essais et inspections techniques",5344.4,5080
7120A - Contrôle technique automobile,1140.9,2015.2
4673B - Cce de gros (interentreprises) d'appareils sanit. et prod. décoration,369.9,495.9
