Header,2016,2017
Nombre total d'entreprises,4139,4270
Chiffre d'affaires hors taxes (en millions d'euros),1210.6,1688.4
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,8189,10975
Valeur ajoutée hors taxes (en millions d'euros),224.3,329.8
Excédent Brut d'Exploitation (en millions d'euros),8.1,3.5
Frais de personnel (en millions d'euros),338.1,452.9
Investissements corporels bruts hors apports (en millions d'euros),34.9,37.4
Entreprises,448.1,662.9
Administrations,56.4,108.1
Particuliers,706.1,917.3
Clientèle nationale,1042.7,1348.1
Clientèle étrangère,167.9,340.3
     dont Union européenne,53.7,135.9
     dont Hors Union européenne,114.2,204.4
Sous-traitance : études et prestations de services incorporées à la production,9,4.1
"Sous-traitance : matériel, équipements et travaux incorporés à la production",1.3,2.3
"Achats ou reversements de transports, hébergements, restauration, spectacles destinés à être revendus en l'état",571.5,711
"Achats ou reversements de   transports, hébergements, restauration, spectacles destinés à être incorporés dans la fabrication de voyages vendus ""clé en main"";",42.4,31.4
Achats ou reversements de voyages organisés par d'autres entreprises,4.5,8
Achats de produits alimentaires (y compris boissons et plats cuisinés),0,0.2
Commissions reversées à des confrères pour vente de voyages organisés,2.2,0.2
Total de toutes les dépenses professionnelles,621.3,750.8
SO= Sans objet ; NR = Non renseigné.,,
7990Z - Autres services de réservation et activités connexes,1050.8,1494.4
