Header,2016,2017
Nombre total d'entreprises,18934,19193
Chiffre d'affaires hors taxes (en millions d'euros),10112.1,10450.5
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,51621,55766
Valeur ajoutée hors taxes (en millions d'euros),5437.6,5420.8
Excédent Brut d'Exploitation (en millions d'euros),2276.1,2238.9
Frais de personnel (en millions d'euros),3265.8,3259
Investissements corporels bruts hors apports (en millions d'euros),403.8,540.2
Entreprises,8265.1,8199.5
Administrations,251.4,206.6
Particuliers,1595.5,2044.4
Clientèle nationale,8928.6,8675.6
Clientèle étrangère,1183.5,1774.9
     dont Union européenne,511.8,688.7
     dont Hors Union européenne,671.7,1086.2
Sous-traitance : études et prestations de services incorporées à la production,20.9,25
"Sous-traitance : matériel, équipements et travaux incorporés à la production",10.6,11.7
"Dépenses liées à l'exploitation cinématographique en salles, Reversements de recettes guichets aux distributeurs",529.7,492.3
Reversement par les distributeurs de la part producteurs,403.7,340.4
Versements des droits d'auteur et des droits voisins,208.7,299.2
Achats de prestations sur films cinématographiques,43.9,181.2
Achats de prestations sur programmes télévisuels,126.8,178
Total de toutes les dépenses professionnelles,2940.8,2939.2
SO= Sans objet ; NR = Non renseigné.,,
5911A - Production de films et de programmes pour la télévision,2003.5,2437.7
5914Z - Projection de films cinématographiques,1474,1470.5
5913A - Distribution de films cinématographiques,1587.6,1416.2
5911B - Production de films institutionnels et publicitaires,1257.5,1357.8
"5912Z - Post-prod. de films cinémat., vidéo et pgms deTV",1259.3,1231.3
5911C - Production de films pour le cinéma,1263.4,1170.9
