Header,2016,2017
Nombre total d'entreprises,4262,4269
Chiffre d'affaires hors taxes (en millions d'euros),10743.5,10688
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,31617,29209
Valeur ajoutée hors taxes (en millions d'euros),1928.2,1742
Excédent Brut d'Exploitation (en millions d'euros),207.1,175.1
Frais de personnel (en millions d'euros),1688,1568.6
Investissements corporels bruts hors apports (en millions d'euros),111.2,150.4
Entreprises,4083.9,3358.6
Administrations,425.5,511.1
Particuliers,6234.1,6818.2
Clientèle nationale,9548.6,9672.1
Clientèle étrangère,1194.9,1015.8
     dont Union européenne,493.5,414.4
     dont Hors Union européenne,701.4,601.4
Sous-traitance : études et prestations de services incorporées à la production,9.7,6.4
"Sous-traitance : matériel, équipements et travaux incorporés à la production",1.9,1.5
"Achats ou reversements de   transports, hébergements, restauration, spectacles destinés à être incorporés dans la fabrication de voyages vendus ""clé en main"";",3536.3,3733.8
"Achats ou reversements de transports, hébergements, restauration, spectacles destinés à être revendus en l'état",1460.4,1135.1
Achats ou reversements de voyages organisés par d'autres entreprises,472.3,316.3
Commissions reversées à des confrères pour vente de voyages organisés,217,199.5
Achats de produits alimentaires (y compris boissons et plats cuisinés),9.1,4.8
Total de toutes les dépenses professionnelles,5697.7,5394.4
SO= Sans objet ; NR = Non renseigné.,,
7912Z - Activités des voyagistes,5963,6361.2
7911Z - Activités des agences de voyage,3426.5,2949.6
