Header,2020,2021
Nombre total d'entreprises,101765,107982
Chiffre d'affaires hors taxes (en millions d'euros),26311.426,29262.924
Marge commerciale (en millions d'euros),8612.148,9686.687
Nombre de magasins,2213,3597
Surface totale de vente (en m²),375057,463319
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,49579.6,60151.6
Part du chiffre d'affaires provenant des ventes par Internet,62.7,63.9
Taux de marge commerciale,37.3,38
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,36.7,21.6
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,19.4,9.1
Taux d'Investissement : Investissements / Valeur Ajoutée ,15.9,24.4
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,169.5,51.8
Vente en gros,2,2.2
"Vente au détail, hors carburant",85.8,84.9
Fabrication,1.4,1.4
Services,10.7,11.5
Carburant,0,0
Commerce et réparation d’automobiles et de motocycles,0.1,0
Vente à des centrales d’achats,N,N
Vente à des grossistes,N,N
Vente à des détaillants,N,N
"Total de la vente à des revendeurs (centrales d’achats, grossistes, union de coopératives, détaillants…)",14.2,2.3
"Vente à d’autres utilisateurs professionnels (producteurs, industriels, artisans, agriculteurs, administrations, collectivités…)",4.7,4.2
Vente aux particuliers,72.9,76.4
Etranger,8.2,17.1
120 m² ou moins,60.5,77.9
De 120 m² à 400 m²,32.7,18.3
De 400 m² à 2500 m²,6.4,3.5
2500 m² ou plus,0.3,0.3
"Centrales d'achats, grossistes, France",17.7,27.8
"Producteurs, filiales de commercialisation, France",22.8,23.6
"Grossistes, centrales d'achats, producteurs, étranger",53,42.3
"Autres, France",6.5,6.3
Ensemble  ,100,100
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",434.236,593.39
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,979.743,951.403
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",46.369,29.976
Total de ces dépenses,1460.349,1574.769
"4791AA2 - Activité de maisons de vente aux enchères généralisées, sur Internet",25.7,29.9
"4791BA2 - Activité de maisons de vente aux enchères spécialisées, sur Internet",20.6,22
"4771ZO1 - Habillement et accessoires (dont cravates, ceintures, gants, etc.)",5.3,N
Total de ces produits,51.5,51.9
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
