Header,2020,2021
Nombre total d'entreprises,34891,38182
Chiffre d'affaires hors taxes (en millions d'euros),251971.812,261250.084
Marge commerciale (en millions d'euros),54882.131,55636.413
Nombre de magasins,47799,48864
Surface totale de vente (en m²),36070162,34369579
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,691717.9,716081.2
Part du chiffre d'affaires provenant des ventes par Internet,4.7,4.9
Taux de marge commerciale,22.6,22.1
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,23.6,24.2
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,8.8,8.9
Taux d'Investissement : Investissements / Valeur Ajoutée ,14.1,17.3
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,128.6,103.6
Vente en gros,7.2,7
"Vente au détail, hors carburant",79.9,78.2
Fabrication,0.3,0.4
Services,2,2.1
Carburant,10,11.8
Commerce et réparation d’automobiles et de motocycles,0.6,0.6
Vente à des centrales d’achats,N,N
Vente à des grossistes,N,N
Vente à des détaillants,N,N
"Total de la vente à des revendeurs (centrales d’achats, grossistes, union de coopératives, détaillants…)",16.4,0.6
"Vente à d’autres utilisateurs professionnels (producteurs, industriels, artisans, agriculteurs, administrations, collectivités…)",1.4,3.4
Vente aux particuliers,81.5,95.1
Etranger,0.6,0.8
120 m² ou moins,44.6,44.7
De 120 m² à 400 m²,15.1,16.1
De 400 m² à 2500 m²,34.5,33.5
2500 m² ou plus,5.7,5.7
"Centrales d'achats, grossistes, France",72.3,74.7
"Producteurs, filiales de commercialisation, France",17.3,16.1
"Grossistes, centrales d'achats, producteurs, étranger",7.1,7.5
"Autres, France",3.3,1.7
Ensemble  ,100,100
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",2118.42,2227.276
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,1462.359,1515.99
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",308.212,421.492
Total de ces dépenses,3888.991,4164.758
4711F00 - Hypermarchés,19.6,21.7
4711D00 - Ne pas utiliser (Supermarchés),15.3,16.6
4730ZO9 - Carburants et lubrifiants,6.3,7.8
Total de ces produits,41.2,46.1
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
