Header,2020,2021
Nombre total d'entreprises,43392,44633
Chiffre d'affaires hors taxes (en millions d'euros),23009.159,25230.318
Marge commerciale (en millions d'euros),7272.88,7844.737
Nombre de magasins,36702,42949
Surface totale de vente (en m²),3184834,3810133
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,83129.6,94491.7
Part du chiffre d'affaires provenant des ventes par Internet,0.3,0.7
Taux de marge commerciale,35.6,35
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,33.8,30.4
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,24.8,21.6
Taux d'Investissement : Investissements / Valeur Ajoutée ,11.2,13.2
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,266.4,221.7
Vente en gros,5.7,6.5
"Vente au détail, hors carburant",86.2,86.5
Fabrication,2.5,1.5
Services,5.1,5.1
Carburant,0.4,0.3
Commerce et réparation d’automobiles et de motocycles,0.1,0
Vente à des centrales d’achats,N,N
Vente à des grossistes,N,N
Vente à des détaillants,N,N
"Total de la vente à des revendeurs (centrales d’achats, grossistes, union de coopératives, détaillants…)",17.9,0.7
"Vente à d’autres utilisateurs professionnels (producteurs, industriels, artisans, agriculteurs, administrations, collectivités…)",2.7,2.4
Vente aux particuliers,78.1,96
Etranger,1.3,1
120 m² ou moins,85.9,86.6
De 120 m² à 400 m²,12,11
De 400 m² à 2500 m²,2.1,2.4
2500 m² ou plus,0,0
"Centrales d'achats, grossistes, France",58.9,61.9
"Producteurs, filiales de commercialisation, France",30.9,29.1
"Grossistes, centrales d'achats, producteurs, étranger",4.1,5.8
"Autres, France",6.1,3.2
Ensemble  ,100,100
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",43.654,55.285
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,120.873,120.963
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",61.466,39.328
Total de ces dépenses,225.993,215.577
"4721ZO1 - Fruits et légumes frais, pommes de terre",19.8,21.1
4722ZA1 - Viandes,16.5,14
"4729ZO1 - Produits alimentaires divers (sauf boissons, produits frais, épicerie sèche et conserves)",8.6,9.3
"4725ZA1 - Boissons alcoolisées (hors bières, cidres)",8.8,8.7
Total de ces produits,53.7,53.2
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
