Header,2018,2019
Nombre total d'entreprises,4842,4918
Chiffre d'affaires hors taxes (en millions d'euros),2846.376,2662.745
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,36584.5,37298.6
Valeur ajoutée hors taxes (en millions d'euros),1978.366,2152.457
Excédent Brut d'Exploitation (en millions d'euros),-145.827,62.855
Frais de personnel (en millions d'euros),2045.736,2062.594
Investissements corporels bruts hors apports (en millions d'euros),16.994,14.346
Entreprises,2693.38,2534.29
     dont Voyagistes et Agences de voyages (hors opérateurs en ligne) ,N,N
     dont Opérateurs en ligne,N,N
     dont Autres entreprises,N,N
Administrations,65.276,76.669
Particuliers,87.72,51.787
Clientèle nationale,2634.603,2278.699
Clientèle étrangère,211.773,384.046
     dont Union européenne,142.087,313.791
     dont Hors Union européenne,69.687,70.256
Sous-traitance : études et prestations de services incorporées à la production,11.5,2.3
"Sous-traitance : matériel, équipements et travaux incorporés à la production",9.1,0.7
NR,N,N
NR,N,N
NR,N,N
NR,N,N
NR,N,N
Total de toutes les dépenses professionnelles,N,N
SO= Sans objet ; NR = Non renseigné.,,
7830Z - Autre mise à disposition de ressources humaines,2554.869,2469.427
