Header,2018,2019
Nombre total d'entreprises,23309,24903
Chiffre d'affaires hors taxes (en millions d'euros),8640.683,9036.412
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,5047.6,4869.5
Valeur ajoutée hors taxes (en millions d'euros),1679.453,1889.792
Excédent Brut d'Exploitation (en millions d'euros),1093.599,1339.255
Frais de personnel (en millions d'euros),405.841,402.427
Investissements corporels bruts hors apports (en millions d'euros),S,534.463
Entreprises,2548.989,2977.887
     dont Voyagistes et Agences de voyages (hors opérateurs en ligne) ,N,N
     dont Opérateurs en ligne,N,N
     dont Autres entreprises,N,N
Administrations,15.781,83.035
Particuliers,6075.913,5975.49
Clientèle nationale,7923.823,8324.836
Clientèle étrangère,716.86,711.575
     dont Union européenne,300.975,488.85
     dont Hors Union européenne,415.885,222.725
Sous-traitance : études et prestations de services incorporées à la production,7.8,7.4
"Sous-traitance : matériel, équipements et travaux incorporés à la production",8.6,9.4
NR,N,N
NR,N,N
NR,N,N
NR,N,N
NR,N,N
Total de toutes les dépenses professionnelles,N,N
SO= Sans objet ; NR = Non renseigné.,,
6810Z - Activités des marchands de biens immobiliers,7903.43,8135.763
