Header,2018,2019
Nombre total d'entreprises,791,943
Chiffre d'affaires hors taxes (en millions d'euros),33074.502,33408.474
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,S,99501.2
Valeur ajoutée hors taxes (en millions d'euros),18308.316,18258.702
Excédent Brut d'Exploitation (en millions d'euros),8793.466,8833.926
Frais de personnel (en millions d'euros),8150.035,8179.982
Investissements corporels bruts hors apports (en millions d'euros),5626.946,7672.73
Entreprises,17238.178,21493.299
     dont Voyagistes et Agences de voyages (hors opérateurs en ligne) ,N,N
     dont Opérateurs en ligne,N,N
     dont Autres entreprises,N,N
Administrations,881.747,698.138
Particuliers,14954.577,11217.037
Clientèle nationale,32564.077,32830.183
Clientèle étrangère,510.424,578.291
     dont Union européenne,322.863,337.785
     dont Hors Union européenne,187.561,240.505
Sous-traitance : études et prestations de services incorporées à la production,25.9,21
"Sous-traitance : matériel, équipements et travaux incorporés à la production",12.9,10.3
Reversements aux opérateurs de télécommunications,141.368,177.772
"Dépenses liées à la diffusion, Redevance payée aux chaînes pour leur diffusion par câble et satellite",155.722,169.694
Reversements aux éditeurs par les serveurs d'informations (notamment reversements aux bases de données),79.136,109.739
"Achats de matériel et installations compris dans vos facturations ""clés en main""",45.388,49.052
"Dépenses liées à la diffusion - Dépenses de transmission (faisceaux hertziens, canaux satellite, transmissions par câble)",27.042,40.291
Total de toutes les dépenses professionnelles,448.913,547.094
SO= Sans objet ; NR = Non renseigné.,,
6110Z - Télécommunications filaires,18094.937,18292.582
6120Z - Télécommunications sans fil,9318.511,9423.508
6190Z - Autres activités de télécommunication,1798.091,1875.991
