Header,2018,2019
Nombre total d'entreprises,158947,163835
Chiffre d'affaires hors taxes (en millions d'euros),55412.334,58335.539
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,456188,499052.9
Valeur ajoutée hors taxes (en millions d'euros),23824.467,25425.834
Excédent Brut d'Exploitation (en millions d'euros),4013.988,4729.512
Frais de personnel (en millions d'euros),19007.629,19911.783
Investissements corporels bruts hors apports (en millions d'euros),3166.641,3367.694
Entreprises,10136.716,8625.362
     dont Voyagistes et Agences de voyages (hors opérateurs en ligne) ,N,N
     dont Opérateurs en ligne,N,N
     dont Autres entreprises,N,N
Administrations,855.847,1185.185
Particuliers,44419.771,48524.992
Clientèle nationale,48905.464,51988.066
Clientèle étrangère,6506.871,6347.473
     dont Union européenne,4420.084,4300.965
     dont Hors Union européenne,2086.787,2046.508
Sous-traitance : études et prestations de services incorporées à la production,0.9,1.3
"Sous-traitance : matériel, équipements et travaux incorporés à la production",0.3,1.9
Achats de produits alimentaires (y compris boissons et plats cuisinés),3453.522,3692.915
Commissions reversées à des opérateurs en ligne,2.059,2.683
Commissions reversées à des agences de voyages (hors opérateurs en ligne),0.873,1.012
Apports en coproduction,0,0.638
Dépenses de spectacles en France,0.611,0.522
Total de toutes les dépenses professionnelles,3459.883,3699.256
SO= Sans objet ; NR = Non renseigné.,,
5610A - Restauration traditionnelle,30143.47,30707.716
5610C - Restauration de type rapide,17589.333,19106.657
