Header,2018,2019
Nombre total d'entreprises,17886,18346
Chiffre d'affaires hors taxes (en millions d'euros),107842.148,108911.046
Marge commerciale (en millions d'euros),24263.103,25074.729
Nombre de magasins,4948,6862
Surface totale de vente (en m²),619220,2775574
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,139660.2,146466.5
Part des entreprises ayant au moins une marque propre,15.9,24.7
Part du chiffre d'affaires provenant des ventes par Internet,N,N
Taux de marge commerciale,23.7,24.3
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,30.8,31.3
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,10.2,10.4
Taux d'Investissement : Investissements / Valeur Ajoutée ,9.5,9.8
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,290.4,238.8
Vente en gros,93.2,92.6
"Vente au détail, hors carburant",2.6,2.8
Fabrication,1.8,2.4
Services,2.2,2
Carburant,0,0.1
Réparation,0.1,0.1
Grande distribution et commerce organisé,23,24.3
Commerces indépendants,17.4,18.5
Détaillants (réseau propre ou non),6,4.7
Grossistes,14.1,14.1
Vente à des utilisateurs professionnels,21.2,21
Vente aux particuliers,1.5,1.4
Etranger,16.8,15.9
Moins de 20 m²,9.5,19
De 20 m² à 60 m²,39.7,29.2
De 60 m² à 120 m²,35.1,17.4
De 120 m² à 400 m²,11.2,20.7
De 400 m² à 2500 m²,4.4,11.2
De 2500 m² à 5000 m²,0,2.4
5000 m² ou plus,0,0
"Centrales d'achats, grossistes, France",14.3,16.1
"Producteurs, filiales de commercialisation, France",47.1,45.7
"Grossistes, centrales d'achats, producteurs, étranger",33.8,33.9
"Autres, France",4.8,4.2
Ensemble  ,100,100
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",1003.258,802.852
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",2398.038,2055.453
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,2011.965,2045.444
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",126.643,171.812
Total de ces dépenses,5539.904,5075.561
4631ZB1 - Fruits et légumes frais,14.6,15.6
4639BO1 - Produits alimentaires non spécialisés,9.9,11.4
"4634ZA1 - Boissons alcoolisées (vins, apéritifs, alcools, liqueurs) hors traitements œnologiques",11.3,10.6
"4637ZO1 - Café, thé, infusions, cacao et épices",6.5,N
Total de ces produits,42.3,37.6
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
