Header,2018,2019
Nombre total d'entreprises,22608,22438
Chiffre d'affaires hors taxes (en millions d'euros),123323.463,124888.975
Marge commerciale (en millions d'euros),34196.698,36924.408
Nombre de magasins,7038,11645
Surface totale de vente (en m²),2360906,2053505
Effectifs équivalent temps plein (ETP) sur l'exercice comptable,185050.5,179487.2
Part des entreprises ayant au moins une marque propre,27.3,21.3
Part du chiffre d'affaires provenant des ventes par Internet,N,N
Taux de marge commerciale,29.8,31.9
Taux de marge d'exploitation : Excédent brut d'exploitation / valeur ajoutée,34.8,36.9
Taux de rentabilité économique : Excédent Brut d'Exploitation  / (immobilisations + Besoin en Fond de Roulement)  ,13.8,13.7
Taux d'Investissement : Investissements / Valeur Ajoutée ,6.4,6.5
Taux d'autofinancement : Capacité d'autofinancement/ Investissements corporels hors apports ,718.9,621.5
Vente en gros,87.4,88.8
"Vente au détail, hors carburant",5.7,3.6
Fabrication,3.3,2.6
Services,3.3,4.4
Carburant,0,0
Réparation,0.3,0.6
Grande distribution et commerce organisé,20.1,22.4
Commerces indépendants,18.6,16.5
Détaillants (réseau propre ou non),6.1,10.4
Grossistes,14.7,15
Vente à des utilisateurs professionnels,20.4,20
Vente aux particuliers,3.4,3.2
Etranger,16.7,12.5
Moins de 20 m²,13.5,6.3
De 20 m² à 60 m²,26.3,17.6
De 60 m² à 120 m²,29,44
De 120 m² à 400 m²,17,24.7
De 400 m² à 2500 m²,10.9,7.2
De 2500 m² à 5000 m²,2.4,0.2
5000 m² ou plus,1,0
"Centrales d'achats, grossistes, France",13.7,18.2
"Producteurs, filiales de commercialisation, France",35.1,28.1
"Grossistes, centrales d'achats, producteurs, étranger",49.3,51.4
"Autres, France",1.8,2.3
Ensemble  ,100,100
"Rémunérations d’intermédiaires, commissions à des intermédiaires non financiers, cotisations aux centrales d’achats",1105.282,1037.099
"Frais de publicité (annonces et insertions, imprimés et catalogues, foires et expositions, Internet…)",2466.407,2263.484
Appel à un (ou plusieurs) transporteur(s) pour assurer le transport des marchandises ou de la production,2505.711,1847.846
"Redevances pour concessions, licences, marques, franchises (hors droit d’entrée)",307.382,369.652
Total de ces dépenses,6384.782,5518.081
4646ZA1 - Médicaments à usage humain,29.3,30.6
Total de ces produits,29.3,30.6
"Certains produits ne sont pas connus en détail : ainsi, les libellés des codes se terminant par '..' correspondent à ceux de la NAF sur 5 positions.",,
